user_id,item_id,recommend_False,recommend_True,price
pandasmokingbamboo,70,0,1,9.99
patpat14,70,0,1,9.99
76561198069139035,70,1,0,9.99
76561198067182014,70,0,1,9.99
pizzajesus,70,0,1,9.99
auzmoz,320,0,1,4.99
76561198034438267,320,0,1,4.99
Bennysaputra,10,0,1,9.99
76561198040188061,10,0,1,9.99
mayshowganmore,10,0,1,9.99
apex124,10,0,1,9.99
timtam012,10,0,1,9.99
Bigzy,10,0,1,9.99
peetsasucks,10,1,0,9.99
shaman3soul3,10,0,1,9.99
76561198015886143,10,0,1,9.99
maddoxx789,10,0,1,9.99
lanatbeonakeehsasamokoshtan,10,0,1,9.99
pwnddumass,10,0,1,9.99
Hype_R,10,0,1,9.99
76561198082737449,10,0,1,9.99
76561198085715384,10,0,1,9.99
mixadance,10,0,1,9.99
TheRealChris02,10,0,1,9.99
cumme,10,0,1,9.99
waspish,10,0,1,9.99
Katidis,10,0,1,9.99
playergdgsd,10,0,1,9.99
Junkieee,10,0,1,9.99
urami,10,0,1,9.99
xboctisbest,10,0,1,9.99
76561198076217855,10,0,1,9.99
76561198089673598,10,0,1,9.99
t1e57o,10,0,1,9.99
76561198122904623,10,0,1,9.99
76561198046094676,4560,0,1,19.99
76561198074108172,730,0,1,14.99
allan94,730,0,1,14.99
PuzziDestroyer,730,0,1,14.99
maxyrogers,730,0,1,14.99
sbeghen,730,0,1,14.99
th14f,730,0,1,14.99
76561198066636005,730,0,1,14.99
Refrayhack,730,0,1,14.99
76561198084300729,730,1,0,14.99
76561198134680751,730,0,1,14.99
JackkSTEAM,730,0,1,14.99
76561198070637637,730,0,1,14.99
76561198320203075,730,0,1,14.99
76561198071374270,730,0,1,14.99
76561198100093966,730,0,1,14.99
Hydreigon_44,730,0,1,14.99
oceanbleu,730,0,1,14.99
camicase,730,0,1,14.99
76561198076299728,730,0,1,14.99
404ok4561687987879847,730,1,0,14.99
76561198077733387,730,1,0,14.99
76561198079507136,730,0,1,14.99
76561198106631285,730,0,1,14.99
76561198119882936,730,0,1,14.99
320RustPro,730,0,1,14.99
76561198141694307,730,0,1,14.99
76561198141889949,730,0,1,14.99
L_DiCaprio,730,0,1,14.99
AdrianC88,730,0,1,14.99
SomeRandomNewAccount,730,0,1,14.99
76561198147908192,730,0,1,14.99
cozzabro,730,0,1,14.99
officialAlex3y,730,0,1,14.99
NEYMRJR,730,0,1,14.99
saSZapauer,730,0,1,14.99
76561198174605218,730,0,1,14.99
76561198187081679,730,0,1,14.99
76561198194200105,730,0,1,14.99
alphahostage,730,0,1,14.99
SmeshDoge,6860,0,1,8.99
SJGordan,6860,0,1,8.99
hoot_toot,1900,1,0,4.99
Jaberley,227300,0,1,19.99
you_re_ded,1250,0,1,19.99
swatgamerbr,1250,0,1,19.99
theghostmkung,1250,0,1,19.99
76561198125983083,1250,0,1,19.99
76561198075707246,1250,0,1,19.99
76561198067771967,1250,1,0,19.99
DJEXO,1250,0,1,19.99
76561198087196831,1250,0,1,19.99
TherDarkImmortal,1250,0,1,19.99
Podzoz,300,0,1,9.99
YouAreDedNottaBigSoupPrice,300,1,0,9.99
Deus_VuIt,300,0,1,9.99
regalgjblue,300,0,1,9.99
bobofofo,300,0,1,9.99
vagatarian2,300,0,1,9.99
00000000000000000001227,300,0,1,9.99
76561198104824869,300,0,1,9.99
360j1mmy,300,0,1,9.99
Crackleking76,300,0,1,9.99
BrahJimbo,300,0,1,9.99
danny065,300,0,1,9.99
LiberationestZ,300,0,1,9.99
SlapstickGhost,300,0,1,9.99
hanisadam,300,1,0,9.99
CookiesForHobos,300,0,1,9.99
76561198093818820,300,0,1,9.99
RaxonTV,300,0,1,9.99
76561198035136096,3320,0,1,4.99
76561198023374983,3320,0,1,4.99
DiamondAthority,3320,0,1,4.99
76561198054767146,3910,0,1,4.99
76561198070315347,3910,0,1,4.99
McCatson,3910,0,1,4.99
76561198061775209,4700,0,1,19.99
mazokn,4700,1,0,19.99
ImmortalDragon,7940,0,1,19.99
kitchenappliancewow,239030,0,1,9.99
LaTKH,22300,0,1,9.99
76561198045635178,550,0,1,19.99
76561198056455203,550,0,1,19.99
76561198146431031,550,0,1,19.99
brunolopez67,550,0,1,19.99
76561198058220261,550,0,1,19.99
driftinWITHIN,550,0,1,19.99
76561198070735417,550,0,1,19.99
76561198081816341,550,0,1,19.99
76561198082647315,550,0,1,19.99
76561198087378537,550,0,1,19.99
76561198087380689,550,0,1,19.99
KoonNew,550,0,1,19.99
76561198090851230,550,0,1,19.99
76561198092242919,550,0,1,19.99
76561198096734926,550,0,1,19.99
76561198098453611,550,0,1,19.99
framesm8,550,0,1,19.99
76561198122488761,400,0,1,9.99
yoshipowerz,400,0,1,9.99
thelordoftheflies,400,0,1,9.99
endradigo,400,0,1,9.99
76561198090332398,228760,1,0,19.99
skuatz,48700,0,1,19.99
76561198065782495,22380,0,1,9.99
76561198086317601,70000,0,1,9.99
76561198083393255,208480,0,1,19.99
76561198071308026,2400,0,1,9.99
76561198100337291,227940,0,1,0.0
jtrkyr,33230,0,1,19.99
76561198092278847,33230,0,1,19.99
CaptainAwesomeSK,50,1,0,4.99
IfYouThinkImASmurfKYS,50,0,1,4.99
76561198101738657,2610,0,1,19.99
05461025,304930,0,1,0.0
76561198084098744,304930,0,1,0.0
76561198095980012,304930,0,1,0.0
76561198139928409,304930,0,1,0.0
76561198142902055,304930,0,1,0.0
huangsy,304930,0,1,0.0
csgoloungeone,21660,1,0,19.99
76561198027754729,15620,0,1,19.99
76561198042465147,12100,0,1,9.99
hyperion_7312,7670,0,1,19.99
ICe_maN_Tom,17480,0,1,19.99
76561198019917406,30,1,0,4.99
76561198180904743,8930,0,1,29.99
dajewkilla,8930,0,1,29.99
76561198078836858,17410,0,1,19.99
76561198095725786,17410,0,1,19.99
76561198101806017,17410,0,1,19.99
yingxionglian,6870,1,0,6.99
76561198065624511,29800,0,1,1.99
76561198070361854,3390,0,1,4.99
Imnotfromaustraliakids,1200,0,1,9.99
76561198080651606,3920,0,1,9.99
sir_nickster,20,0,1,4.99
RebornbyFire,20,1,0,4.99
hallux,20,0,1,4.99
TheGameAndWatch,20,1,0,4.99
76561198089007932,34030,0,1,19.99
sploger,620,0,1,19.99
76561198061014279,620,0,1,19.99
76561198065598964,620,0,1,19.99
RAFFRO,620,0,1,19.99
76561198075422436,211820,0,1,14.99
lomardriver,211820,0,1,14.99
76561198087279731,206210,0,1,0.0
76561198280059944,206210,0,1,0.0
76561198073964669,224540,0,1,14.99
76561198012607950,9930,0,1,19.99
sdq101,60,0,1,4.99
76561198120768369,60,0,1,4.99
76561198022423117,500,0,1,19.99
SydneyKerley,500,0,1,19.99
sschuarmatt,107100,0,1,14.99
76561198060903464,4920,0,1,9.99
Peteluke,113200,0,1,4.99
76561198108069084,113200,0,1,4.99
76561198069112012,3830,0,1,9.99
76561198127489966,3830,0,1,9.99
76561198070633333,204360,0,1,14.99
Genesiszs,34900,0,1,0.99
76561198074414765,213670,0,1,29.99
jb_is_gay,8190,0,1,14.99
76561198132624943,8190,0,1,14.99
76561198140985236,8190,0,1,14.99
76561198076844104,230410,0,1,0.0
TheillegalD,57300,0,1,19.99
76561198080317444,301520,0,1,0.0
MiguelZ1K4,210770,0,1,14.99
76561198081870185,239820,0,1,9.99
toknbl,219640,0,1,24.99
76561198083770638,24240,0,1,14.99
michael_karl2009,24800,0,1,19.99
76561198090222300,208090,0,1,0.0
76561198093575256,249130,0,1,19.99
76561198095394823,17390,0,1,19.99
76561198095926289,4500,1,0,19.99
76561198101913613,10500,0,1,19.99
76561198106876307,220260,0,1,19.99
OttomansRinSpace,2590,0,1,4.99
76561198114445977,226720,0,1,24.99
76561198118926584,247730,0,1,4.99
76561198132637732,252490,0,1,19.99
76561198137941512,252490,0,1,19.99
76561198134732704,221100,0,1,34.99
Atomic_Unicorn_7,223710,0,1,0.0
mataway,200210,0,1,0.0
jakefarnsdirttrack,55140,0,1,19.99
76561198148988655,255420,0,1,9.99
76561198162065948,290730,0,1,0.0
76561198166194627,212500,0,1,0.0
76561198208704549,109600,0,1,0.0
MeloncraftLP,262850,0,1,19.99
